,gene
3271,ATXN7L3B
3272,AMFR
3273,COTL1
3274,COQ9
3275,LARP4B
3276,SPATS2
3277,OSBPL1A
3278,MRI1
3279,MORF4L2
3280,SMEK1
3281,MFI2
3282,CD2
3283,TMED4
3284,SSBP3
3285,MED1
3286,FKBP4
3287,SVEP1
3288,CCBL2
3289,SGMS2
3290,MRE11A
3291,PQLC2
3292,TMEM9
3293,WWTR1
3294,CCNL1
3295,EMC7
3296,NKAP
3297,ZAP70
3298,PLAA
3299,SOCS5
3300,IRF3
3301,TIMM13
3302,PYGB
3303,FGL2
3304,PSENEN
3305,PSMD2
3306,TWF1
3307,TLCD2
3308,QRICH2
3309,WDR59
3310,NCOR2
3311,PCDH7
3312,AKAP9
3313,ZNF335
3314,CHD2
3315,HNMT
3316,MSL1
3317,MRPL55
3318,ANKRD30A
3319,SH3D19
3320,FAM120AOS
3321,MRPL43
3322,ESR1
3323,COLGALT1
3324,CEP131
3325,RPL35A
3326,RCC2
3327,C1orf115
3328,POU2AF1
3329,C14orf2
3330,RAB8A
3331,UNC45A
3332,LLGL1
3333,LRPAP1
3334,SUMO2
3335,ARHGAP12
3336,RPA2
3337,NUDT2
3338,TMEM45A
3339,CCDC7
3340,FOPNL
3341,TFIP11
3342,KRT14
3343,ANP32A
3344,ZSWIM4
3345,ECI1
3346,G6PD
3347,TEX264
3348,LRRC61
3349,TRIM44
3350,ANAPC11
3351,POLR2C
3352,LRIG1
3353,WASF2
3354,RSG1
3355,TBC1D1
3356,HLA-DMB
3357,CACNB2
3358,HERC6
3359,GALNT2
3360,SAMD9
3361,CCDC124
3362,ST3GAL5
3363,SNRNP200
3364,GIN1
3365,TFAP2C
3366,SLK
3367,MRPL28
3368,KARS
3369,MICU2
3370,UCP2
3371,PTPRC
3372,ID1
3373,SUMO3
3374,GLYATL2
3375,EIF2S1
3376,RTN3
3377,TRIP10
3378,ZNF581
3379,PSMB4
3380,TMEM30A
3381,DLG1
3382,ADORA1
3383,CKB
3384,GNAI2
3385,PSMF1
3386,SRRT
3387,MALT1
3388,RBM23
3389,SBSPON
3390,FH
3391,MRPS18B
3392,GGT5
3393,SLC39A7
3394,CELSR2
3395,G2E3
3396,MRPS14
3397,EID2
3398,PARP14
3399,WAS
3400,UBR1
3401,SPG20
3402,UBE2L3
3403,POLR2D
3404,FIG4
3405,GNPTAB
3406,EHD2
3407,SNF8
3408,PPM1M
3409,EYA2
3410,TADA3
3411,NACA
3412,MAGED1
3413,MUS81
3414,TSG101
3415,SEP15
3416,LRRC27
3417,S100A2
3418,ZBTB4
3419,EEA1
3420,HEATR5A
3421,PDZRN3
3422,ITM2A
3423,ARRDC1
3424,HINT3
3425,MPHOSPH6
3426,INTS1
3427,PDIA3
3428,IPP
3429,NUP98
3430,MCEE
3431,TEAD3
3432,ARID4A
3433,WDR34
3434,ITGA1
3435,SEC16A
3436,XPNPEP3
3437,CERCAM
3438,PYURF
3439,ARAF
3440,NFX1
3441,CAB39
3442,YKT6
3443,XRCC5
3444,ANXA11
3445,TMEM9B
3446,ICK
3447,NBPF14
3448,DUT
3449,RNMT
3450,TARBP1
3451,CTBP1
3452,TRIM27
3453,LIMK2
3454,CDH1
3455,ALG2
3456,PDIA5
3457,PPAP2B
3458,CORO1C
3459,CDC34
3460,RAD1
3461,NR2C2AP
3462,KIAA0430
3463,TPCN2
3464,PPP4R2
3465,ADGRE5
3466,RAP2C
3467,NEIL3
3468,NAPG
3469,CALM1
3470,MSI2
3471,LLPH
3472,ACTG2
3473,ABHD2
3474,NADSYN1
3475,STIM2
3476,PABPC4
3477,GNA13
3478,SEMA3C
3479,EXOSC6
3480,CHD8
3481,GPR161
3482,KLF5
3483,MRPL16
3484,SLTM
3485,SP1
3486,PNO1
3487,DUS2
3488,SRPR
3489,NDUFAF3
3490,DUSP7
3491,CEP192
3492,NLRP3
3493,LARP6
3494,ELK3
3495,PLEKHO2
3496,SLC7A1
3497,PGM2
3498,ATP6V1G1
3499,PROX1
3500,IBA57
3501,TRIM32
3502,TFRC
3503,TMEM8A
3504,CYFIP1
3505,SAR1B
3506,PCNXL3
3507,BRK1
3508,TERF2
3509,SP2
3510,ALKBH5
3511,TUBGCP5
3512,BRD8
3513,SPON1
3514,SLC39A1
3515,UGDH
3516,RPL12
3517,GCLM
3518,TELO2
3519,PAN3
3520,NDUFA3
3521,AASDHPPT
3522,MDGA1
3523,MED15
3524,HIAT1
3525,DENND5B
3526,RICTOR
3527,DHRS4L2
3528,OSTC
3529,NECAB3
3530,DIS3L
3531,NARF
3532,ATG12
3533,ASPH
3534,CALCOCO1
3535,NUCKS1
3536,DDX6
3537,PDHB
3538,RIF1
3539,CTRL
3540,TMEM123
3541,TNPO3
3542,TMEM62
3543,VAPA
3544,PPP3R1
3545,DDRGK1
3546,ADGRL2
3547,TCEB1
3548,ADCK5
3549,EIF4E3
3550,NDUFB10
3551,SNRPC
3552,KRT6B
3553,GREB1
3554,SLAMF7
3555,ZCCHC24
3556,THTPA
3557,ITGB6
3558,C5orf34
3559,DPM2
3560,PCIF1
3561,WIPF1
3562,RNF168
3563,IPO8
3564,TIPARP
3565,MARCKS
3566,DDX20
3567,MTA3
3568,TK2
3569,ACACB
3570,SLC30A5
3571,HEATR3
3572,ELL2
3573,ZMYM5
3574,PSEN1
3575,IQGAP2
3576,ZNF738
3577,MVD
3578,UNG
3579,EIF3I
3580,OSBPL5
3581,CC2D1A
3582,MGAT4A
3583,MFAP2
3584,TCEAL3
3585,NAA35
3586,AP3M1
3587,COX19
3588,ITGAL
3589,SH2B1
3590,FKBP3
3591,XPO6
3592,TRPS1
3593,SUN2
3594,SPRYD3
3595,UQCRH
3596,GNB1L
3597,IGFL2
3598,MEIS3
3599,LPL
3600,DLEU1
3601,SLC29A3
3602,SYVN1
3603,ATP5J
3604,SEC63
3605,DDX42
3606,FAM209B
3607,CLPTM1L
3608,GSE1
3609,TRAK2
3610,YBX3
3611,IGSF22
3612,TUBG1
3613,BCAR1
3614,ARPIN
3615,ANGEL2
3616,NELFCD
3617,HMGN1
3618,FAM49B
3619,NFKBIB
3620,ZNF510
3621,BARX2
3622,SLC35B2
3623,CAPG
3624,PRKACB
3625,SLC9A3R1
3626,LDHA
3627,TMEM259
3628,HKR1
3629,SLC4A5
3630,SLC12A1
3631,ANAPC16
3632,CD68
3633,RRM1
3634,CKS2
3635,TRIB1
3636,PLAUR
3637,NACC1
3638,SMARCA4
3639,GFPT1
3640,CRACR2B
3641,VANGL2
3642,TSPAN5
3643,GDI1
3644,AGL
3645,PCBP4
3646,SPATA2L
3647,TGM3
3648,RAP1GDS1
3649,ZDHHC20
3650,MAGT1
3651,MLLT6
3652,MORC3
3653,COA5
3654,NXF1
3655,ARHGEF26
3656,SRRM2
3657,CAPN13
3658,ZNF497
3659,RNF4
3660,UBXN10
3661,CBFB
3662,MAP4K2
3663,EVA1B
3664,FNBP4
3665,SUZ12
3666,ABCA6
3667,VAMP4
3668,ZNF598
3669,GYLTL1B
3670,CEBPB
3671,ZFYVE27
3672,TMEM223
3673,DNPEP
3674,MEOX2
3675,PTOV1
3676,FAM72A
3677,MFN1
3678,COX20
3679,BIRC6
3680,RBM12
3681,ZNF554
3682,FSTL1
3683,RASA2
3684,MRPS17
3685,HSDL2
3686,NHLRC2
3687,ARF6
3688,PHF23
3689,SCO2
3690,OTUB1
3691,SKA2
3692,OVOL2
3693,KIAA0101
3694,CCND3
3695,TMF1
3696,LXN
3697,MAGED2
3698,PICALM
3699,CAPZA1
3700,RYK
3701,JMY
3702,TRAPPC2
3703,CRIP1
3704,TOP1MT
3705,CH507-152C13.1
3706,IARS2
3707,XPOT
3708,PEF1
3709,CHD3
3710,MYBBP1A
3711,ZBTB14
3712,GLO1
3713,NCSTN
3714,NOSIP
3715,VTA1
3716,ZHX2
3717,NLE1
3718,TTF1
3719,SPTSSA
3720,ATHL1
3721,CAMTA2
3722,PHF3
3723,UNK
3724,PROM1
3725,FBXO27
3726,PI4K2A
3727,SQRDL
3728,HERPUD2
3729,ECM1
3730,GALE
3731,RPS6KA3
3732,RABGEF1
3733,LARP4
3734,P4HA1
3735,EIF4E2
3736,GFRA1
3737,NPNT
3738,RINL
3739,OXNAD1
3740,RAPGEFL1
3741,MT1X
3742,SRP72
3743,KRIT1
3744,ERLIN2
3745,SNAP23
3746,HPRT1
3747,RP11-468E2.2
3748,CRTAP
3749,TDRKH
3750,GPS1
3751,FOXO3
3752,EBNA1BP2
3753,NAGK
3754,FAM50A
3755,UBR4
3756,CASC4
3757,ALG13
3758,ATM
3759,BAZ2B
3760,COX5A
3761,KRBA1
3762,ETV3
3763,SOX18
3764,RPUSD4
3765,TIMM17A
3766,LIMD1
3767,ALAD
3768,SLC16A14
3769,KLC1
3770,KIF3A
3771,KIAA0100
3772,UBE4A
3773,LRRC75B
3774,EFNB2
3775,NPRL2
3776,MED12
3777,IGF2R
3778,CALCOCO2
3779,C2CD4A
3780,GATC
3781,AMOTL1
3782,ACTR10
3783,RPS10
3784,TVP23C
3785,DCLRE1C
3786,KEAP1
3787,SYNE2
3788,RB1CC1
3789,USP45
3790,HUWE1
3791,MKLN1
3792,SHISA5
3793,CTGF
3794,PRR14
3795,AKT2
3796,RIOK3
3797,YY1AP1
3798,MAF
3799,PTP4A1
3800,ROCK2
3801,MKNK2
3802,NPC1
3803,POLR2G
3804,CD248
3805,OSBPL2
3806,HLA-DQB1
3807,RNASEH2C
3808,SMURF1
3809,CABIN1
3810,CS
3811,COX7A2L
3812,ZFAND5
3813,TRIM16L
3814,BAZ1A
3815,ZMYND11
3816,NELFE
3817,USP16
3818,MLF2
3819,POLR1D
3820,ANK3
3821,FBXL4
3822,EIF3K
3823,SUMO1
3824,PTGDR2
3825,ZNF770
3826,SGMS1
3827,DCAF4
3828,CPPED1
3829,CD22
3830,COX7A2
3831,ANGEL1
3832,NDUFA10
3833,TMEM14A
3834,SHOC2
3835,GAS2L1
3836,UHRF1
3837,RGL2
3838,PSMA1
3839,MBLAC2
3840,TMEM110-MUSTN1
3841,ZNF320
3842,HENMT1
3843,MTPN
3844,TLN1
3845,MYH10
3846,PSD4
3847,MEPCE
3848,ZFP30
3849,RRM2
3850,GOLIM4
3851,SLBP
3852,ABCD3
3853,UBR3
3854,POLR2K
3855,ANAPC4
3856,DPP9
3857,PHB2
3858,ZNRF2
3859,LMBR1
3860,RHOT2
3861,ATP2B1
3862,COG4
3863,KMT2A
3864,SULF1
3865,NOL12
3866,PSPC1
3867,CYB561
3868,AREG
3869,ERI2
3870,ANKLE2
3871,MTIF3
3872,RPF2
3873,PAPD4
3874,RBM6
3875,KDM5B
3876,AKAP11
3877,AGPAT2
3878,IFITM2
3879,FAM156B
3880,BACE2
3881,HDAC2
3882,CCNB1
3883,SIDT2
3884,PA2G4
3885,LYL1
3886,TMPO
3887,COL9A2
3888,S100A13
3889,CPTP
3890,NLRP2
3891,PCNT
3892,FNDC4
3893,SLA
3894,PAK4
3895,SKP1
3896,SMARCD3
3897,METTL14
3898,ADD3
3899,IFT122
3900,AHCTF1
3901,PARM1
3902,ABHD10
3903,FRZB
3904,DERL2
3905,MBD6
3906,ANAPC10
3907,HLTF
3908,CTNNBIP1
3909,IL4R
3910,KRT81
3911,SPTSSB
3912,RBPMS
3913,TUBA1B
3914,MTCH1
3915,TOP2B
3916,PFKL
3917,ZER1
3918,QDPR
3919,DPYSL3
3920,CYB5D1
3921,PRDM6
3922,FKBP1A
3923,KIF9
3924,KMO
3925,CLEC2D
3926,MAPK14
3927,TGFBR1
3928,NSF
3929,ENO1
3930,TCF7L2
3931,ATP6V1B2
3932,THAP4
3933,NF1
3934,TNFRSF19
3935,PPM1F
3936,GTF2H2
3937,ALG3
3938,BPHL
3939,CC2D2A
3940,CLK3
3941,SYNGR1
3942,SLC2A10
3943,ATP5D
3944,RPP25L
3945,CDK12
3946,NR4A1
3947,LSM14A
3948,ZDHHC8
3949,FXR1
3950,FZD3
3951,PSMD12
3952,IGSF9
3953,LRRCC1
3954,LRPPRC
3955,TMEM258
3956,RNF149
3957,PTP4A2
3958,AVPR2
3959,BTBD7
3960,MAN1A2
3961,PDGFRL
3962,ZNF706
3963,FBLN7
3964,NDFIP1
3965,SMIM11
3966,PC
3967,UBXN2B
3968,RP11-176H8.1
3969,PRPF8
3970,PDCD6IP
3971,USP7
3972,NIFK
3973,ASB8
3974,HINT2
3975,LIX1L
3976,STRAP
3977,CPNE3
3978,ADAM29
3979,GRN
3980,RPUSD3
3981,ERI1
3982,EMC3
3983,LRRC56
3984,NFKBIE
3985,LIMS1
3986,F2R
3987,HECTD4
3988,GPR107
3989,PFAS
3990,PLIN5
3991,CTIF
3992,SCPEP1
3993,MAPK9
3994,LMAN2L
3995,HINFP
3996,SIK3
3997,NMI
3998,TESPA1
3999,DAG1
4000,TSPAN3
4001,DDX39B
4002,ATP6V0E2
4003,RGPD6
4004,UFD1L
4005,DDX52
4006,DYNLL2
4007,SSTR2
4008,PPP1CB
4009,ZBTB2
4010,TCEA1
4011,ADCK3
4012,NAB1
4013,YBX2
4014,SPTAN1
4015,DDB1
4016,ING1
4017,TSC2
4018,RAB22A
4019,GAS2L3
4020,BLZF1
4021,ZSWIM1
4022,TM7SF2
4023,ITGB8
4024,ATN1
4025,CSRP1
4026,GPR137C
4027,ZNF254
4028,ANO4
4029,RNF14
4030,PGAM1
4031,C9orf142
4032,CMTM6
4033,ADCY9
4034,EGLN3
4035,MAP4K1
4036,ZDHHC13
4037,DAB2IP
4038,CCDC163P
4039,TMEM115
4040,IGF1R
4041,MPLKIP
4042,ZNF281
4043,SMAP2
4044,DCAF5
4045,ARFGEF2
4046,ZNF667
4047,HES1
4048,EXT2
4049,NGFRAP1
4050,PITPNM1
4051,ZNF217
4052,GNAI3
4053,ATF5
4054,TNFAIP1
4055,SNRNP27
4056,RBM8A
4057,EXOSC10
4058,HADHB
4059,POLR3B
4060,RPL22L1
4061,ZNF780A
4062,NAPRT
4063,GTF3C6
4064,SFR1
4065,MYO10
4066,GPN1
4067,CXCL2
4068,PLXND1
4069,ATP5A1
4070,LYRM1
4071,AGAP2
4072,EPCAM
4073,RND1
4074,ATP1A1
4075,XXYLT1
4076,RP11-347C12.1
4077,NISCH
4078,ZCRB1
4079,CCDC170
4080,TMEM55A
4081,BST2
4082,TBC1D3H
4083,ARHGAP24
4084,NPDC1
4085,LAMP2
4086,TPRG1L
4087,ADCK1
4088,CCDC88A
4089,BIK
4090,TPP2
4091,ARGLU1
4092,PHLDA2
4093,HIGD1A
4094,CTNNA1
4095,CBR4
4096,IPO7
4097,CENPQ
4098,CRADD
4099,TDO2
4100,STK24
4101,TOMM34
4102,CTDSPL2
4103,BYSL
4104,WARS
4105,RSRP1
4106,SNTB1
4107,NHSL2
4108,PRPF6
4109,PLD2
4110,PDLIM1
4111,HSD17B12
4112,NBPF19
4113,CEP68
4114,ATP5I
4115,TMEM219
4116,RBP2
4117,C21orf59
4118,DAPK1
4119,ZNF503
4120,NDUFA13
4121,FASTK
4122,MUC4
4123,LYPLAL1
4124,UBR5
4125,BNC2
4126,WBP2
4127,GLRX3
4128,SPATA33
4129,SSH1
4130,USP9X
4131,CHRFAM7A
4132,FBXO42
4133,CES1
4134,PTCD3
4135,MAST4
4136,CYB5B
4137,TXNL1
4138,PPP6C
4139,AXIN1
4140,UQCRC2
4141,DGKZ
4142,NME4
4143,DEGS1
4144,CLVS1
4145,S100A6
4146,ZNF107
4147,FAM229B
4148,C21orf2
4149,DACT3
4150,INSIG1
4151,LBH
4152,IDE
4153,CBL
4154,ABT1
4155,MTMR2
4156,TGFB3
4157,MRPS16
4158,USP22
4159,PPP2R2D
4160,UNC119B
4161,IL15RA
4162,KIAA0226
4163,ST6GALNAC6
4164,OPA3
4165,SIT1
4166,TERF2IP
4167,IFRD1
4168,AKR1C3
4169,SIVA1
4170,MYL6B
4171,EBPL
4172,C6orf120
4173,KALRN
4174,SAYSD1
4175,FAM3A
4176,IKBKAP
4177,BASP1
4178,DNM1L
4179,RSRC1
4180,LMOD1
4181,GDAP2
4182,CLASP1
4183,ETFA
4184,NUP62
4185,PCNA
4186,MAPK6
4187,EMP1
4188,FMO5
4189,KIF2C
4190,DDX19A
4191,SLC35F2
4192,ARHGEF11
4193,MAP7D1
4194,ANKRD42
4195,SLMAP
4196,PRSS8
4197,PSMD10
4198,CCDC18
4199,TRIM5
4200,SLC2A3
4201,LMNA
4202,ZNF524
4203,CNOT4
4204,GPX3
4205,DEF8
4206,MAN1A1
4207,DMPK
4208,FAM8A1
4209,SMIM19
4210,PPP2R4
4211,RNF139
4212,TBC1D24
4213,DCAKD
4214,MAP3K2
4215,CCDC93
4216,TPRN
4217,CUL9
4218,ECHDC3
4219,EXOSC5
4220,MCOLN2
4221,USP32
4222,VARS2
4223,DDX24
4224,TRIP6
4225,PTPMT1
4226,CD99L2
4227,USP19
4228,C1GALT1
4229,GEM
4230,PRKAA2
4231,SDHB
4232,TSNAX
4233,SLC9A7
4234,RPS25
4235,SYNGAP1
4236,LILRB2
4237,CLASP2
4238,AZIN1
4239,LSM3
4240,BRWD1
4241,ZBTB41
4242,LMTK2
4243,SLC35B1
4244,ENTPD1
4245,ALDH9A1
4246,UHRF1BP1L
4247,SMAD9
4248,SSBP1
4249,CKMT1A
4250,MNDA
4251,KDELR1
4252,SF3A2
4253,SPRYD4
4254,BCAP29
4255,ACYP1
4256,DNMT3A
4257,HAUS1
4258,METTL12
4259,HSPA4L
4260,BOLA3
4261,LZTFL1
4262,UPK3A
4263,NWD1
4264,INTS7
4265,STK19
4266,TTC23
4267,GNS
4268,PPP1R18
4269,DOK2
4270,ACTA2
4271,PTK7
4272,FAM162A
4273,NAP1L2
4274,FHL1
4275,SUMF1
4276,CTSF
4277,DNASE1L2
4278,RNF5
4279,CNBD2
4280,GCDH
4281,AC004556.1
4282,MSRB3
4283,IRF1
4284,POPDC2
4285,UBXN1
4286,SRSF11
4287,DAAM1
4288,SIKE1
4289,ANKRA2
4290,SLPI
4291,PNMA1
4292,VKORC1L1
4293,ZNF697
4294,IER3IP1
4295,ME2
4296,CPSF1
4297,KLHL26
4298,UBAP2L
4299,TBC1D20
4300,LGALS7B
4301,DNAJC3
4302,SNRPD2
4303,CSRP2BP
4304,ODF2
4305,TREX1
4306,TMEM159
4307,LAP3
4308,TRIM7
4309,TSTA3
4310,KCTD15
4311,SUCLG2
4312,ARL16
4313,MCTS1
4314,ALKBH7
4315,APOOL
4316,CETN2
4317,LRRIQ1
4318,AKAP17A
4319,ZBTB7B
4320,CHST15
4321,DCLRE1A
4322,DCAF11
4323,FAM13B
4324,WWP1
4325,SLC6A8
4326,KDELC2
4327,MTRNR2L3
4328,UBR7
4329,AOX1
4330,IFT46
4331,CDR1
4332,ZC3H3
4333,PDRG1
4334,JUN
4335,SOCS4
4336,SAR1A
4337,FAM156A
4338,PPP1R37
4339,USPL1
4340,ATG4A
4341,RQCD1
4342,ARSA
4343,PTPRJ
4344,FNDC3A
4345,SPEF2
4346,THEMIS2
4347,KIAA0930
4348,FOXRED2
4349,SENP8
4350,USP36
4351,ACAT1
4352,G6PC3
4353,AKAP13
4354,TRAK1
4355,HELZ2
4356,NPEPPS
4357,PRLR
4358,SFXN2
4359,BAG6
4360,RTCA
4361,DNAJC15
4362,KIF1C
4363,ADIPOR2
4364,ATP7A
4365,ARL5B
4366,UQCRHL
4367,SPTLC2
4368,CAMK1D
4369,IVD
4370,ENY2
4371,PKP4
4372,F7
4373,MRPL35
4374,NOP10
4375,CACNA1C
4376,PHLDA3
4377,DUSP16
4378,EIF2B1
4379,TPRA1
4380,SSB
4381,CKAP4
4382,EFHC2
4383,COG2
4384,A4GALT
4385,ARMT1
4386,RTKN
4387,SPAG4
4388,CAPZA2
4389,FAF2
4390,ZNF93
4391,C19orf70
4392,EXOC6B
4393,AGRN
4394,VEGFA
4395,RARRES1
4396,CEACAM6
4397,SPDL1
4398,NPIPB3
4399,ARF3
4400,MAGOH
4401,NUDT3
4402,SLC52A2
4403,PPP6R3
4404,NFE2L2
4405,NNMT
4406,MRPL20
4407,ATP5H
4408,RTP4
4409,UQCRB
4410,XPC
4411,IL17B
4412,SLC35A4
4413,PIAS4
4414,FAM193B
4415,XDH
4416,ACTN2
4417,C1QTNF3
4418,CALCRL
4419,RGPD4
4420,TIMM44
4421,MFSD5
4422,BACH2
4423,RIC1
4424,AFG3L2
4425,ADRBK1
4426,FUBP3
4427,SRP14
4428,POTEF
4429,MTX2
4430,PRRC2C
4431,SIPA1L1
4432,RCAN1
4433,MB
4434,ELP2
4435,C8orf4
4436,SIL1
4437,LCOR
4438,UBE2J1
4439,AGR3
4440,SNX1
4441,MTMR1
4442,PIP4K2B
4443,MAPKAPK5
4444,ZFX
4445,AARD
4446,FAM58A
4447,NUDT16
4448,KRT23
4449,ANLN
4450,SOX9
4451,RPL7
4452,MED19
4453,USP40
4454,KLK7
4455,KIF3C
4456,BFSP2
4457,AP1G2
4458,TUBB6
4459,FJX1
4460,ERH
4461,CBX4
4462,KLHL7
4463,CTDSP2
4464,WRNIP1
4465,FSD2
4466,PABPC1L
4467,PPAT
4468,CCDC132
4469,GNG2
4470,SMIM10L1
4471,CCT3
4472,SLC50A1
4473,DDX50
4474,GK5
4475,BTBD6
4476,LYPLA1
4477,SMCO4
4478,ALDH4A1
4479,USP20
4480,C9orf89
4481,SNRPG
4482,TSPAN9
4483,FLAD1
4484,C17orf96
4485,OAS1
4486,ITPR1
4487,ADCK4
4488,C14orf37
4489,DVL2
4490,TBKBP1
4491,SRSF4
4492,SPON2
4493,FAM46C
4494,SPAG9
4495,ZFHX3
4496,PATZ1
4497,NAGA
4498,LATS2
4499,NEDD9
4500,GYG1
4501,PARP12
4502,GPI
4503,ADAR
4504,MDN1
4505,SCYL3
4506,N4BP2L1
4507,SIX1
4508,SEC14L2
4509,CD164
4510,ODC1
4511,DDX60L
4512,CCNT2
4513,SAP30
4514,CRYZ
4515,SOCS7
4516,PTPN1
4517,RBM39
4518,SLC16A3
4519,TNFAIP2
4520,C19orf33
4521,TMX4
4522,ARHGAP28
4523,PTPN3
4524,CCDC84
4525,SMC3
4526,BSDC1
4527,TMEM161B
4528,URM1
4529,CBWD5
4530,RRP15
4531,RPS6KA4
4532,LRRK2
4533,FCGR2A
4534,TPD52
4535,LIN9
4536,NFIA
4537,TMEM256
4538,ICAM1
4539,ZNF750
4540,RASAL3
4541,OLFML2B
4542,PWWP2A
4543,SLC35E3
4544,TCF7
4545,POLK
4546,POLE3
4547,STAG2
4548,EFR3A
4549,MTCH2
4550,FYTTD1
4551,TAF1
4552,SIPA1
4553,NTPCR
4554,DMXL2
4555,RAF1
4556,WWP2
4557,ANXA3
4558,GRWD1
4559,ZYG11B
4560,ZWINT
4561,ATP11A
4562,STC1
4563,GABRP
4564,LEPR
4565,TLCD1
4566,SZRD1
4567,TMC6
4568,BDH1
4569,SLC3A2
4570,CD3G
4571,KPNA6
4572,RHCE
4573,PSMD11
4574,VEGFB
4575,RHBDF1
4576,UFC1
4577,FAHD2B
4578,ATPIF1
4579,DYX1C1
4580,C1orf109
4581,EI24
4582,C1orf64
4583,PLEKHA2
4584,ISY1
4585,RPA3
4586,IL32
4587,PMM1
4588,HTATIP2
4589,NFS1
4590,COL5A1
4591,HDHD2
4592,ERLEC1
4593,RCBTB1
4594,MICAL2
4595,GNG11
4596,C5orf24
4597,EGFLAM
4598,ATMIN
4599,FRA10AC1
4600,IFFO2
4601,SLC1A5
4602,SAPCD2
4603,KLHL2
4604,PDCD2
4605,MAP3K6
4606,OSTM1
4607,POTEI
4608,BMI1
4609,TBRG4
4610,FTO
4611,MAP3K11
4612,PCDHB15
4613,CREB3L4
4614,COL15A1
4615,C6orf48
4616,SYT17
4617,C19orf48
4618,PPIF
4619,GLIPR2
4620,DNAJB6
4621,SAMD4A
4622,LYPD1
4623,CHDH
4624,NOTCH3
4625,PIGG
4626,CCNG1
4627,C8orf76
4628,MEIS1
4629,RABL6
4630,RAB40C
4631,GALNT3
4632,MMP3
4633,CHSY3
4634,RLIM
4635,MSL3
4636,PRDX3
4637,IL1R1
4638,SLC45A4
4639,UROD
4640,C16orf91
4641,STT3A
4642,C1QTNF4
4643,ATRX
4644,RAN
4645,DENND2D
4646,MSRB1
4647,KDELR3
4648,TMEM19
4649,ITPKB
4650,MRPL39
4651,IVNS1ABP
4652,ACAP1
4653,TAF5L
4654,SEC23IP
4655,PTPRE
4656,TRIM41
4657,MGRN1
4658,FBXW7
4659,SMC6
4660,RP9
4661,PMP22
4662,ZNF609
4663,NCOA1
4664,THUMPD3
4665,MMP9
4666,SCGB1D2
4667,WDR3
4668,TAF13
4669,ZNF480
4670,GREM2
4671,RHOBTB1
4672,TM2D2
4673,CSF1R
4674,COX17
4675,BRI3
4676,TMEM200A
4677,ABL2
4678,TMEM141
4679,KDSR
4680,SMS
4681,FBXW5
4682,ZMYND12
4683,SLC4A7
4684,DYNLL1
4685,TMEM168
4686,TOB2
4687,MAP2K4
4688,SEC31A
4689,OPLAH
4690,STOM
4691,DLG5
4692,NME1
4693,BCL2L12
4694,METTL7A
4695,LIMK1
4696,LPP
4697,ZBTB7C
4698,RAD50
4699,ESRP2
4700,CDK14
4701,MOB3A
4702,FFAR2
4703,SMPD2
4704,BRD7
4705,ZNRF1
4706,CXorf38
4707,SMYD5
4708,PRPS2
4709,GALNT7
4710,COX18
4711,PIK3C2B
4712,CYP51A1
4713,SMAD6
4714,STYXL1
4715,GPBP1
4716,HSPE1
4717,UTRN
4718,SAMD8
4719,NONO
4720,ACOT7
4721,FAM101B
4722,ZMYM1
4723,SMTN
4724,ABCA10
4725,C3AR1
4726,VAMP2
4727,SELENBP1
4728,TTC1
4729,HEG1
4730,DCAF10
4731,RASSF1
4732,TET3
4733,MINOS1
4734,SMAP1
4735,SCOC
4736,DDHD2
4737,LTK
4738,TUBB4B
4739,SLC10A3
4740,ORC4
4741,RCOR3
4742,SPG7
4743,PLSCR1
4744,CNOT3
4745,C4orf48
4746,RET
4747,OTUD5
4748,EMC4
4749,PAIP1
4750,ZCCHC14
4751,RBBP7
4752,KRR1
4753,PRKACA
4754,PIGK
4755,TMED8
4756,BAG5
4757,XIAP
4758,THRB
4759,PTPN18
4760,KPNA1
4761,FBXO2
4762,TPGS2
4763,TIMP2
4764,STAU2
4765,TRIM21
4766,LRRC17
4767,DESI2
4768,ARID1A
4769,MS4A7
4770,QPRT
4771,ZNF544
4772,NRBP2
4773,ADH1B
4774,EPS8L2
4775,HMGN2
4776,PARP1
4777,PIP4K2C
4778,HMCES
4779,CCAR1
4780,ZNF451
4781,CCDC160
4782,SNX24
4783,ETNK2
4784,CD47
4785,ACAP2
4786,KAT6B
4787,MGLL
4788,SDF2L1
4789,CYTH2
4790,DNAJC1
4791,PPA1
4792,ZNF22
4793,ABCB8
4794,EIF2B3
4795,CLINT1
4796,NAA10
4797,SHISA4
4798,NOP2
4799,DIMT1
4800,JMJD4
4801,FANCD2
4802,PRRC2B
4803,PCDH1
4804,SEPT11
4805,RIPK1
4806,NEIL1
4807,MPC2
4808,KCMF1
4809,LGALS9
4810,COPB2
4811,UBE2K
4812,HLA-DQA1
4813,USP14
4814,NQO1
4815,IKBIP
4816,CCDC167
4817,DNMT1
4818,PTPRG
4819,RINT1
4820,CTHRC1
4821,CD34
4822,TPBG
4823,DOCK10
4824,PXDC1
4825,CNN3
4826,NBN
4827,FAM160A2
4828,AGPAT4
4829,PCYT1A
4830,PDHX
4831,MRPS23
4832,FAM45A
4833,CDKN1B
4834,PITPNA
4835,STAM2
4836,SNCG
4837,FAM96B
4838,UTP18
4839,NFYB
4840,PARN
4841,COL27A1
4842,COMMD9
4843,ZDHHC9
4844,CDYL
