,gene
12742,Kcnj11
12743,Acacb
12744,Dnahc2
12745,Cth
12746,Atp6v0a2
12747,Tyms-ps
12748,Tmsb15b2
12749,Ascc2
12750,Clic3
12751,2810049E08Rik
12752,1700047M11Rik
12753,Leprel4
12754,Polg2
12755,Ttc22
12756,Ssmem1
12757,C920021L13Rik
12758,AI463170
12759,Rinl
12760,Tmed1
12761,Slc34a1
12762,Gm4636
12763,Ddx4
12764,Gm3414
12765,Arhgap4
12766,Oprk1
12767,Trp53rk
12768,Carf
12769,Rassf3
12770,Rbak
12771,Slc38a4
12772,Mars2
12773,Hectd2
12774,Rps27
12775,Col4a4
12776,Ntsr1
12777,Ap4m1
12778,Pyroxd1
12779,4933408J17Rik
12780,Rasal1
12781,Arr3
12782,Plxdc1
12783,Trim23
12784,4930413G21Rik
12785,Eps8l2
12786,Col22a1
12787,Scn7a
12788,Nme4
12789,Gpc2
12790,Irf4
12791,Arsg
12792,Ephb4
12793,Peg10
12794,Pklr
12795,Ccdc37
12796,Wdr67
12797,Zfp873
12798,Pkd2l1
12799,Rfx2
12800,Tex14
12801,Cyp4f14
12802,Gpr84
12803,BC049635
12804,Adra1d
12805,Fhl4
12806,Hif1an
12807,Hist1h4b
12808,Map4k1
12809,Higd1b
12810,Gm9895
12811,Hhip
12812,Atpbd4
12813,Naprt1
12814,Stc2
12815,Zfp71-rs1
12816,3830408C21Rik
12817,Cdkl3
12818,Foxred1
12819,Zfpm2
12820,Map3k8
12821,Endog
12822,Zfp560
12823,Spats2
12824,5830416I19Rik
12825,Ikbke
12826,Ehhadh
12827,Pddc1
12828,Dus4l
12829,Plxnb3
12830,Rps6ka6
12831,Gm216
12832,Fbxl21
12833,Zfp551
12834,Adtrp
12835,Sh3tc1
12836,Rabif
12837,Txlnb
12838,Chrna4
12839,3110052M02Rik
12840,Asah2
12841,Nek1
12842,Acsm4
12843,Spata9
12844,H2-DMb1
12845,Htr2a
12846,Htr1d
12847,Cdkn1c
12848,Ndufa4l2
12849,Crispld1
12850,Zfa-ps
12851,Etv4
12852,Zbtb37
12853,Ubxn11
12854,Dok2
12855,Angptl1
12856,Klre1
12857,Zbed6
12858,Opa3
12859,Prrt4
12860,Mfsd3
12861,Rabl5
12862,Usp53
12863,Ptk7
12864,Hps1
12865,Rad51
12866,Rarres1
12867,Ciita
12868,Spag5
12869,Dnahc1
12870,Osgepl1
12871,Ccdc24
12872,Sgcg
12873,Ddx23
12874,8030462N17Rik
12875,Prkab2
12876,Snord99
12877,Svep1
12878,Col7a1
12879,Grhl1
12880,Gm12359
12881,Zranb1
12882,Tcf15
12883,Apcdd1
12884,Map3k19
12885,Itga11
12886,Xkr6
12887,Nckap5
12888,Cenpj
12889,Fignl1
12890,Vdr
12891,Brwd3
12892,Bcl6b
12893,Lancl3
12894,Slc2a12
12895,Neurod2
12896,Fam161a
12897,En2
12898,Ccdc96
12899,Gpld1
12900,Eno1
12901,Ocln
12902,Zfp113
12903,Slc37a2
12904,Cyp1a1
12905,1700052K11Rik
12906,Tmem245
12907,Slc16a12
12908,Gpr137c
12909,Megf9
12910,Gm16907
12911,Polr3c
12912,Plac8
12913,C1qtnf6
12914,Robo3
12915,Ntn4
12916,Ccl25
12917,Polr3g
12918,Arrdc4
12919,Tspan10
12920,Dnahc11
12921,Bace2
12922,Crlf1
12923,Xxylt1
12924,Fgf10
12925,Fas
12926,Dnajc14
12927,Rims1
12928,Selenbp2
12929,Gm12429
12930,Myh15
12931,Sgtb
12932,Daw1
12933,Mir592
12934,Tsx
12935,Eln
12936,A230072E10Rik
12937,Fgf5
12938,Aif1l
12939,Slc25a24
12940,Cxcl10
12941,9430083A17Rik
12942,Robo4
12943,Gm3985
12944,Hk3
12945,Zar1
12946,Stx1b
12947,L3mbtl3
12948,Tcf19
12949,Upk1b
12950,Cxcl13
12951,Ifit1
12952,Rpusd2
12953,Kif26b
12954,Tnnt3
12955,Mettl1
12956,Gp1ba
12957,A430035B10Rik
12958,9130011E15Rik
12959,Gdf1
12960,Pfas
12961,Gm14420
12962,Mmp2
12963,Shank2
12964,Tradd
12965,Cys1
12966,2410066E13Rik
12967,Fmnl3
12968,Gm266
12969,Pabpc5
12970,Myh8
12971,Foxq1
12972,Prox2
12973,Tnni2
12974,Pqlc3
12975,6330418K02Rik
12976,Ifitm2
12977,Hnrnpul1
12978,Tmem196
12979,Wdr96
12980,Shq1
12981,Uba7
12982,Bag2
12983,Plbd2
12984,Ticam2
12985,Epor
12986,Ggt5
12987,Zscan22
12988,Cd300lg
12989,Nhlrc3
12990,Zfp568
12991,Cdc42ep5
12992,Polm
12993,Fcgr1
12994,Clip1
12995,F930015N05Rik
12996,Gpr4
12997,Polr3d
12998,Ppef1
12999,Vps37d
13000,Ninl
13001,Ccdc39
13002,Sgk2
13003,Kcp
13004,Tmem220
13005,Hcfc2
13006,Clec2d
13007,Spdya
13008,Lin9
13009,Synj2
13010,Copg2
13011,Bud13
13012,Cbx2
13013,Ppap2c
13014,Athl1
13015,Arhgap9
13016,Rasl10a
13017,Lamc2
13018,4930480K15Rik
13019,Kctd21
13020,Nxpe2
13021,Exosc2
13022,Agxt2l2
13023,Lamc3
13024,Mrgprf
13025,4930426D05Rik
13026,Pnldc1
13027,Btbd19
13028,Unc13d
13029,Ppp1r3g
13030,Ropn1l
13031,Dyx1c1
13032,Tm6sf1
13033,Npvf
13034,Calca
13035,Arhgef33
13036,Olfr121
13037,Folr1
13038,Arl11
13039,Fgd2
13040,Emilin1
13041,Tead3
13042,Efcab2
13043,Ccnb1
13044,Cmklr1
13045,Ccbl2
13046,Tmem252
13047,C2cd4a
13048,Nrap
13049,Ccr2
13050,Entpd3
13051,Anxa9
13052,Lss
13053,Cacna1b
13054,4933412E12Rik
13055,1700028J19Rik
13056,Ccdc19
13057,Zfp934
13058,C920025E04Rik
13059,Ska3
13060,Cdk3-ps
13061,Nrp
13062,Clec10a
13063,Mmp14
13064,Morn1
13065,Sergef
13066,Stard6
13067,Itgb3bp
13068,Hipk4
13069,Fam221b
13070,Cep78
13071,Ccdc125
13072,Sgcz
13073,Foxd1
13074,Arsk
13075,Klf8
13076,2610020C07Rik
13077,Ldb3
13078,Cst12
13079,Ccl7
13080,Hist2h2be
13081,1700001O22Rik
13082,Pkdcc
13083,2810454H06Rik
13084,Prss53
13085,Csf2ra
13086,Xkr8
13087,Zfp940
13088,Chst3
13089,Dapl1
13090,BC051070
13091,Suv39h1
13092,Tmem194
13093,Pex11a
13094,Gm14872
13095,Slc18a1
13096,Sfn
13097,Tbx18
13098,Slc16a14
13099,Nhlh1
13100,Pear1
13101,Tpsg1
13102,Haus1
13103,Gm2518
13104,Dclre1a
13105,Kif20a
13106,Lipt2
13107,Gpam
13108,Ecm2
13109,Sema4f
13110,Haus5
13111,Il17rb
13112,Pcdhga4
13113,2610002J02Rik
13114,Eme2
13115,Ccdc14
13116,Tlr7
13117,Col6a3
13118,Rbm24
13119,Mutyh
13120,Esco2
13121,Dazl
13122,Agbl5
13123,Rbpjl
13124,Cndp1
13125,Dmrtc2
13126,Cyp2j12
13127,Mia
13128,Cacng4
13129,Anks6
13130,Fam92b
13131,Sult6b1
13132,Zfp53
13133,Pdlim1
13134,Gm14403
13135,Ttll3
13136,Hdac7
13137,Smagp
13138,Hmbox1
13139,Tmem125
13140,3110021N24Rik
13141,Cep152
13142,Insc
13143,Hist1h4a
13144,Pcdhga3
13145,Tgs1
13146,Sost
13147,Tnxb
13148,Irx1
13149,9330188P03Rik
13150,Gpr183
13151,Hist1h4j
13152,Vwa5a
13153,Dmrt1
13154,Ddi2
13155,Hist1h4c
13156,Il1a
13157,Dmkn
13158,Hist1h4k
13159,1810044D09Rik
13160,Pglyrp2
13161,Lrrc27
13162,9330159M07Rik
13163,E2f8
13164,Lcor
13165,Nop9
13166,Skap1
13167,Kif15
13168,Il15
13169,Zfp54
13170,Sycp2
13171,Phxr4
13172,Spire2
13173,Zkscan14
13174,Birc5
13175,Vnn1
13176,Zfp526
13177,Ces1f
13178,1600020E01Rik
13179,Gm16532
13180,Stk33
13181,Fam78a
13182,4930539J05Rik
13183,Wdsub1
13184,Snora78
13185,Stpg1
13186,Shroom1
13187,1700102P08Rik
13188,Mdc1
13189,Marcksl1-ps4
13190,Engase
13191,Pvt1
13192,Insm2
13193,Myog
13194,Rassf7
13195,Rtkn2
13196,Map3k14
13197,Atp8b1
13198,Pvr
13199,Irf6
13200,Prdm11
13201,Iltifb
13202,4833412C05Rik
13203,Zfp661
13204,Il22
13205,2610027K06Rik
13206,Uhmk1
13207,Timeless
13208,AI839979
13209,Pcsk4
13210,Meox2
13211,Rbm46
13212,Epm2a
13213,Ttc38
13214,4831440E17Rik
13215,Sept1
13216,Plekhg3
13217,Ggta1
13218,Nfe2l3
13219,Stk36
13220,Gch1
13221,Chrd
13222,Pilra
13223,Arhgap19
13224,Gm10406
13225,Foxp3
13226,Gins2
13227,Ptplad2
13228,Fut2
13229,Tom1l1
13230,Cacng2
13231,Mitd1
13232,Gm3230
13233,Trabd2b
13234,Mcm5
13235,Hcls1
13236,Fgf17
13237,Fggy
13238,Bmf
13239,Myl2
13240,Col25a1
13241,Nol9
13242,Zmynd12
13243,Fem1c
13244,Exoc3l
13245,Fbxl8
13246,Ino80b
13247,Crygn
13248,Gp5
13249,Fer1l5
13250,4933417G07Rik
13251,Pabpc1l
13252,Gm6938
13253,Xlr3b
13254,B230208H11Rik
13255,Col2a1
13256,Pkd2l2
13257,Zfp865
13258,Cacna2d4
13259,Ears2
13260,Nlrp5-ps
13261,Mzb1
13262,Oxtr
13263,Man1a
13264,Fam159b
13265,Frg1
13266,Doc2b
13267,C230035I16Rik
13268,Zfp57
13269,Pi4k2b
13270,Ddx49
13271,Rep15
13272,Bves
13273,Zfp780b
13274,Ptprv
13275,Rarres2
13276,Map3k6
13277,Pacrgl
13278,Hist1h1d
13279,Arhgef15
13280,Pih1d2
13281,Frem1
13282,Nat8
13283,B130006D01Rik
13284,Zfp429
13285,Gnmt
13286,Tectb
13287,Cyp46a1
13288,Zfp558
13289,Zfp583
13290,4921507P07Rik
13291,Lrp5
13292,Myzap
13293,Plcg2
13294,1700019B03Rik
13295,Pcid2
13296,Snora16a
13297,2700099C18Rik
13298,Abcb11
13299,Prrt1
13300,9630001P10Rik
13301,Fam154b
13302,Qrich2
13303,Rnf43
13304,Zfp395
13305,Slc39a4
13306,Gemin6
13307,Pcdhb14
13308,Gm16523
13309,D430020J02Rik
13310,Klra2
13311,Gucy1b2
13312,Gm6525
13313,P2rx1
13314,Rxfp3
13315,5730480H06Rik
13316,Col8a2
13317,Dlk1
13318,Vsig8
13319,Cd7
13320,4930429B21Rik
13321,Nrp2
13322,Gm128
13323,Zfp128
13324,Ifih1
13325,Pkp2
13326,Gm11992
13327,Fam101a
13328,Fam219a
13329,Krt26
13330,Erbb2
13331,Adora2a
13332,Fdx1l
13333,Nagpa
13334,Nuak1
13335,Zpld1
13336,Adat1
13337,Usp51
13338,Rmst
13339,Ap1g2
13340,Irf7
13341,Vwa3a
13342,Tnfaip8l2
13343,Gimap8
13344,Tldc1
13345,Gm16702
13346,1600029O15Rik
13347,Ppp3r2
13348,Slc25a47
13349,Otof
13350,H2-T23
13351,Ptgr1
13352,Fam187b
13353,A430105I19Rik
13354,Fam60a
13355,Anpep
13356,Sostdc1
13357,4930404N11Rik
13358,Swsap1
13359,Capg
13360,Gm7102
13361,Hist1h2af
13362,Kif4
13363,Phkg2
13364,Slc24a4
13365,Gm4349
13366,Rgs14
13367,Cyp26a1
13368,Map3k13
13369,Plekha7
13370,Zfp93
13371,Mafk
13372,Eaf2
13373,Lpl
13374,Alkbh8
13375,2310015A10Rik
13376,Gpr81
13377,Snora61
13378,Lars2
13379,Nfkbid
13380,Taf4b
13381,Ifi203
13382,Olfr1382
13383,Zfp94
13384,Hmha1
13385,Abca9
13386,Agtr2
13387,Mir130a
13388,C2cd4d
13389,Slc35f2
13390,Polr3b
13391,Milr1
13392,Gemin2
13393,Xrcc2
13394,Rag2
13395,Zfp646
13396,Sash3
13397,Smc1b
13398,Glb1l2
13399,Jsrp1
13400,Yod1
13401,Tas1r3
13402,Mesp2
13403,Ces1d
13404,Slc25a41
13405,2010015L04Rik
13406,Mks1
13407,Ankrd49
13408,Oas2
13409,Adamts17
13410,Gm11744
13411,AA415398
13412,Elf2
13413,Morn5
13414,G630093K05Rik
13415,Psg16
13416,Ces1c
13417,Mr1
13418,Wasf2
13419,Eif3j2
13420,Lgals7
13421,Arhgef5
13422,Tmem132e
13423,Gpr179
13424,Npb
13425,Nr3c2
13426,Fam175a
13427,4931414P19Rik
13428,Kctd11
13429,1700065J18Rik
13430,Elfn2
13431,Gfra1
13432,4930451G09Rik
13433,Tnfrsf9
13434,Tekt1
13435,Olfr920
13436,Gm14023
13437,A930006K02Rik
13438,Pgm5
13439,Ccdc142
13440,Gh
13441,4933425B07Rik
13442,Cenpp
13443,Obsl1
13444,Susd5
13445,Spon2
13446,Tbx2
13447,Spata1
13448,1700067K01Rik
13449,Shc3
13450,Parva
13451,4930523C07Rik
13452,Spo11
13453,Gpr133
13454,Cped1
13455,Rpl3l
13456,Ksr2
13457,Catsperd
13458,Snora28
13459,Ccdc67
13460,Akap14
13461,Hist1h2bl
13462,Tmco6
13463,Cxcl16
13464,Lrat
13465,Vmn1r206
13466,Zfp36l3
13467,Igf2bp3
13468,Nek11
13469,Otop3
13470,Khdc3
13471,Rem1
13472,Zfp607
13473,Ripk2
13474,Ctsg
13475,E530001F21Rik
13476,4930488L21Rik
13477,Card6
13478,D6Ertd527e
13479,Echdc3
13480,Gpr26
13481,Gtpbp10
13482,Gm6568
13483,Hrct1
13484,Stmn1-rs1
13485,Gm5177
13486,Plod2
13487,Kbtbd12
13488,Zwilch
13489,Tmem54
13490,Aldh3b2
13491,Gp9
13492,Znf41-ps
13493,Krt8
13494,Ccdc159
13495,Tgm4
13496,4930513N10Rik
13497,Ppp1r2-ps3
13498,Fam178b
13499,Arhgap36
13500,Mfap5
13501,St6galnac2
13502,Exoc6
13503,Lypd2
13504,Prrg1
13505,Tmod1
13506,Prima1
13507,Mettl2
13508,Gpx7
13509,Nrip1
13510,4930592A05Rik
13511,Mcm3
13512,Fxn
13513,Krt20
13514,Hist1h2bn
13515,Gatad2b
13516,Mns1
13517,4833419F23Rik
13518,Rpph1
13519,Fbxw10
13520,Blm
13521,Aqp6
13522,2810047C21Rik1
13523,2810032G03Rik
13524,Emg1
13525,Klhl11
13526,Tex10
13527,Nmnat1
13528,Ankrd54
13529,Sptssb
13530,Treh
13531,Rn45s
13532,1700073E17Rik
13533,Speer5-ps1
13534,Gm6194
13535,Gm1604b
13536,Mmp11
13537,Kcnq3
13538,Cdc14a
13539,Sp140
13540,Adamts9
13541,Zfp389
13542,Asf1b
13543,1810010D01Rik
13544,Cnksr1
13545,Fcna
13546,Rfxank
13547,4930539E08Rik
13548,Dcst1
13549,Tnfaip6
13550,Car5b
13551,Ifi44
13552,Gm12992
13553,S100a8
13554,1700007G11Rik
13555,Fpgs
13556,Aim2
13557,D16Ertd519e
13558,Casp4
13559,2810410L24Rik
13560,Foxd2
13561,Dtwd2
13562,Rrad
13563,G0s2
13564,Tex26
13565,Zbtb8a
13566,Bcl3
13567,Clec18a
13568,Adrb3
13569,Tnfrsf13c
13570,Tmem154
13571,Tyk2
13572,Gnb1l
13573,Gm1141
13574,Mrgpre
13575,Tac1
13576,BC051142
13577,Lrrc18
13578,Btc
13579,Zfhx2as
13580,Snord65
13581,Sema3b
13582,B130024G19Rik
13583,Diap3
13584,Chek1
13585,Itga5
13586,Myom3
13587,Fbxo5
13588,Pole2
13589,Lrrc29
13590,T2
13591,4932416H05Rik
13592,Oxt
13593,Gm16701
13594,Syt14
13595,Arg2
13596,Gm9899
13597,Acr
13598,Ntf3
13599,Ascl1
13600,4933408B17Rik
13601,Ranbp3l
13602,Gabrr2
13603,Wdr65
13604,Tmc8
13605,Cldn3
13606,9430041J12Rik
13607,Dcaf17
13608,Pdgfrl
13609,Ankrd66
13610,Spef2
13611,Gm16197
13612,Trim16
13613,Efcab12
13614,Kcnmb1
13615,Lilrb4
13616,A930009A15Rik
13617,Tgm3
13618,Olfml2a
13619,Tnnc2
13620,Tmem106a
13621,Hist1h1e
13622,2610028E06Rik
13623,AB124611
13624,Msr1
13625,Xylt1
13626,Hs3st6
13627,Gm16119
13628,Asap3
13629,Fancf
13630,3110070M22Rik
13631,Six1
13632,Ms4a4c
13633,Gp49a
13634,Zfp174
13635,Peli3
13636,Tmem116
13637,Sorbs3
13638,Psrc1
13639,Gatsl3
13640,Fam159a
13641,Tex40
13642,Xrn1
13643,E330011O21Rik
13644,Ptgfr
13645,Zfp87
13646,Nid2
13647,Plscr1
13648,Slc14a2
13649,Tpo
13650,Iqcd
13651,Zfp748
13652,Gm16897
13653,Srl
13654,Klhdc1
13655,Ctrl
13656,1810011O10Rik
13657,Ifnlr1
13658,Fetub
13659,Dach1
13660,A730036I17Rik
13661,Chrnb1
13662,Ttr
13663,Frk
13664,Ptch1
13665,Ccdc78
13666,C230052I12Rik
13667,Havcr2
13668,Nfkb2
13669,Gm5803
13670,Mterf
13671,Chst14
13672,A630007B06Rik
13673,Plau
13674,Gm1976
13675,Spag4
13676,Iqcc
13677,Parvg
13678,Gm5434
13679,Mtbp
13680,Acvr2b
13681,Aqp9
13682,Fam98c
13683,1810024B03Rik
13684,Glod5
13685,Tmc4
13686,Aig1
13687,Dll4
13688,Strn
13689,Ksr1
13690,Riiad1
13691,BC037704
13692,Nfkbie
13693,Mustn1
13694,Srsf4
13695,Upp2
13696,Zfp956
13697,Cpsf4l
13698,Vit
13699,Trpc2
13700,Ccdc69
13701,Ftsj2
13702,Bhlhe22
13703,Acoxl
13704,1700013G23Rik
13705,Igsf5
13706,2310001H17Rik
13707,Mpp4
13708,Tnf
13709,Cd160
13710,Prl
13711,Mir17hg
13712,Dgkh
13713,Lrguk
13714,Ccdc40
13715,Tceal7
13716,Ccdc64b
13717,1700056E22Rik
13718,Ppp1r2-ps7
13719,Enpep
13720,Sh3tc2
13721,Mybpc1
13722,Rab32
13723,Alox12
13724,Olfr921
13725,Arhgap28
13726,Prdm8
13727,Gsto2
13728,Tfdp1
13729,Itgax
13730,Tgif1
13731,Lypd6b
13732,Prdm9
13733,Ces4a
13734,Raet1e
13735,Rorc
13736,Sowahb
13737,Fancb
13738,Arhgef11
13739,Filip1
13740,Zbtb38
13741,Peg12
13742,Tle6
13743,H2-Q4
13744,Retn
13745,Hells
13746,Osr1
13747,Gm5077
13748,Kcns3
13749,Gpr98
13750,Rad54l
13751,Glra4
13752,Cytl1
13753,Gm17296
13754,BC068281
13755,Psca
13756,Stoml3
13757,1700066J24Rik
13758,Glyctk
13759,4930519F09Rik
13760,Ap1m2
13761,Pygl
13762,Gpr21
13763,4930474M22Rik
13764,E130317F20Rik
13765,2310008H04Rik
13766,Zmynd10
13767,Gbp5
13768,Slc7a7
13769,Upk1a
13770,Ripk3
13771,Plin4
13772,4930511M06Rik
13773,Capn11
13774,Cela1
13775,Trdmt1
13776,Art5
13777,Oit3
13778,Kif19a
13779,Eif2ak2
13780,A330035P11Rik
13781,Ptprh
13782,C630020P19Rik
13783,Gm4787
13784,Rab36
13785,Samd3
13786,C1ql2
13787,Top2a
13788,Mrgbp
13789,Ttc12
13790,Usp44
13791,Ctf1
13792,Chp2
13793,Zfp599
13794,1810062O18Rik
13795,Mme
13796,Mdfi
13797,Rrp36
13798,Prkx
13799,Bmp6
13800,Stab1
13801,Kank4
13802,Kif11
13803,Cyp4f16
13804,Pcdhga10
13805,Sumf2
13806,Reep4
13807,Ckap2
13808,9330102E08Rik
13809,Gm867
13810,Cd44
13811,Tmem198b
13812,Xlr4a
13813,Plcg1
13814,Cubn
13815,Gm410
13816,AA387883
13817,Acsf2
13818,Sytl3
13819,Mir568
13820,Irak4
13821,Olfr212
13822,Dnajb13
13823,Noxred1
13824,Slc16a13
13825,Gdf11
13826,Ascl2
13827,Prss35
13828,Kifc1
13829,2810006K23Rik
13830,Rab25
13831,Six6
13832,1810021B22Rik
13833,Socs6
13834,Nsl1
13835,Ogdhl
13836,Mecom
13837,Tssk2
13838,Pcdhgb2
13839,Cd209f
13840,Lpxn
13841,Tada2b
13842,Lrrc8c
13843,Haus2
13844,Gm10664
13845,Mib1
13846,Mrpl24
13847,Palb2
13848,Pof1b
13849,Snora65
13850,Ccdc88c
13851,Dnase2a
13852,Ngb
13853,Rab11fip1
13854,Guca1b
13855,Inca1
13856,Gm684
13857,Lcp2
13858,Prorsd1
13859,Kntc1
13860,Scube2
13861,Hyal1
13862,Btnl10
13863,Lrrc2
13864,Itgb7
13865,Zfp707
13866,Gm3002
13867,9230114K14Rik
13868,Srms
13869,Aspg
13870,4932415G12Rik
13871,Egf
13872,Aurka
13873,Zfp931
13874,Vangl1
13875,Aplnr
13876,Pdzd7
13877,Phf11a
13878,Clcnka
13879,Hkdc1
13880,Tmem184a
13881,Apol9a
13882,3300002I08Rik
13883,2610316D01Rik
13884,Col11a2
13885,Deptor
13886,Slc26a5
13887,Tsnaxip1
13888,Fam183b
13889,Idua
13890,Ppp1r12b
13891,Lrrc3
13892,Serinc2
13893,Gna12
13894,2610507I01Rik
13895,Tmem8c
13896,Trim56
13897,Tmem144
13898,1300002E11Rik
13899,Osgin1
13900,A630023P12Rik
13901,Ccl3
13902,Neurl2
13903,Wdr52
13904,Olfr558
13905,Stk32b
13906,Vmn2r37
13907,Agr3
13908,2200002D01Rik
13909,Casp12
13910,Enkur
13911,Gm20324
13912,C78339
13913,Hormad2
13914,Tnfrsf14
13915,Chrnb4
13916,Itga2b
13917,AU021092
13918,Vmn2r47
13919,Olfr220
13920,Ypel4
13921,Lhb
13922,Pou2f2
13923,Pkn3
13924,Pf4
13925,Elk4
13926,A630066F11Rik
13927,Cpvl
13928,Mir339
13929,Grm4
13930,Ldlrap1
13931,Zfp426
13932,Gm12522
13933,Uts2
13934,BC030867
13935,Utp14b
13936,Vil1
13937,Ccrl2
13938,Kif13b
13939,4933409K07Rik
13940,C1ra
13941,Zscan20
13942,4932441J04Rik
13943,Lck
13944,H6pd
13945,Reep6
13946,Tmem186
13947,Lin28b
13948,Rimbp2
13949,Kcnj15
13950,Apoa2
13951,Gpr115
13952,2310015B20Rik
13953,Gpr149
13954,2810417H13Rik
13955,Nyx
13956,Nek4
13957,Gpr160
13958,1700019A02Rik
13959,Rfc4
13960,Pik3r6
13961,Pcdha3
13962,Pcdha10
13963,Gpr18
13964,Cdkn2b
13965,Draxin
13966,Aqp5
13967,Lhx6
13968,Efhc1
13969,Lmln
13970,Lyrm7
13971,Gm13154
13972,Mcm9
13973,Ppib
13974,Aff2
13975,Dleu2
13976,B430319G15Rik
13977,C230037L18Rik
13978,Gm13157
13979,Il12rb1
13980,Lrmp
13981,C3ar1
13982,Trim15
13983,Gm12942
13984,Agpat9
13985,Lsp1
13986,Tdgf1
13987,Snx20
13988,Ms4a4b
13989,Bche
13990,Myl4
13991,Lpo
13992,Ecel1
13993,Pi15
13994,Thyn1
13995,Evl
13996,Bmx
13997,Clec4a1
13998,Tnfsf11
13999,Egfl6
14000,4930565N06Rik
14001,Klrg2
14002,Slc4a11
14003,Mb21d1
14004,Rad54b
14005,Zfp51
14006,Gpr68
14007,A330050B17Rik
14008,Alpk3
14009,Tmem79
14010,Pzp
14011,Fut4
14012,Timd4
14013,Podn
14014,Akr1c12
14015,4933406I18Rik
14016,Hyal3
14017,Arid5b
14018,4930469G21Rik
14019,Cd79a
14020,Murc
14021,Tmem30c
14022,Cdh24
14023,Evi2b
14024,AI847159
14025,Tmem52
14026,Nyap2
14027,Pcdhgb4
14028,Gm10791
14029,Zfand4
14030,BC020402
14031,Tnfrsf18
14032,Pigh
14033,Ptges3l
14034,Nlrp3
14035,Vipr1
14036,Itgal
14037,Mospd2
14038,Slc1a7
14039,Tmem221
14040,BC089491
14041,Macc1
14042,Tmem63c
14043,Cpz
14044,Mageb18
14045,Zbtb7c
14046,A230056J06Rik
14047,Cnfn
14048,Aqp3
14049,Ly6f
14050,Gm14827
14051,Dmbt1
14052,Rtn4ip1
14053,1700034F02Rik
14054,Setdb2
14055,C330027C09Rik
14056,Il17b
14057,Wdr63
14058,D330022K07Rik
14059,A930013F10Rik
14060,4930447N08Rik
14061,Amn
14062,2610318N02Rik
14063,Mir340
14064,Gpr45
14065,B130034C11Rik
14066,Dbil5
14067,Gnat2
14068,Ephx3
14069,Kctd16
14070,C330013E15Rik
14071,Vwce
14072,5031410I06Rik
14073,Fes
14074,Gm13139
14075,Olfr113
14076,Nav3
14077,Ltb
14078,S1pr4
14079,C130046K22Rik
14080,Ms4a10
14081,Ccdc169
14082,Styk1
14083,Ddx60
14084,Tnfsf13b
14085,4933411G11Rik
14086,Myo3b
14087,Prr22
14088,Iqgap2
14089,Gm5480
14090,Hcn4
14091,Solh
14092,Epsti1
14093,Prrg4
14094,Igdcc3
14095,Rtl1
14096,Mastl
14097,Prrx2
14098,Epcam
14099,Bicc1
14100,Nhlh2
14101,Hsd17b13
14102,Dmc1
14103,Fbxl7
14104,Itgae
14105,Nipal4
14106,Cd209a
14107,Mblac1
14108,Rccd1
14109,Sepsecs
14110,Gpr171
14111,Adh1
14112,4930428E07Rik
14113,Mxd3
14114,4930427A07Rik
14115,Htr5b
14116,Rxfp1
14117,Dsg2
14118,Acot5
14119,Tuft1
14120,Bank1
14121,Rcor2
14122,Cdh13
14123,Crxos1
14124,Hmga2
14125,Tlr4
14126,Cphx2
14127,Gm13034
14128,Ebi3
14129,Mid1
14130,Plcb2
14131,Xkr4
14132,Rilp
14133,Foxl2
14134,Armc4
14135,Pde8a
14136,Sgol2
14137,Gm9731
14138,Atp4a
14139,Ino80c
14140,Casq2
14141,Sbspon
14142,Mslnl
14143,B3gnt9
14144,Polh
14145,Gm16845
14146,Tpcn2
14147,Clstn1
14148,Ripk4
14149,Gm7056
14150,Acad10
14151,Lsamp
14152,Hsf5
14153,Ghsr
14154,Pawr
14155,Chrna5
14156,Atad2
14157,Fam13c
14158,2310005G13Rik
14159,Ripply3
14160,Avil
14161,Pik3r5
14162,Neil1
14163,Zfp114
14164,Kcnk15
14165,Snord47
14166,Gcfc2
14167,2600006L11Rik
14168,Emp1
14169,Traf1
14170,BC028528
14171,Icos
14172,Tex16
14173,Cpxm2
14174,Mylpf
14175,Catsper2
14176,Olfr1426
14177,Olfr122
14178,Mlxipl
14179,Ccl2
14180,Pga5
14181,1700016C15Rik
14182,Ccdc63
14183,Zfp879
14184,Cd28
14185,Tcp11l1
14186,Nr1i3
14187,Lhfpl5
14188,Ggt1
14189,Smok4a
14190,Ubxn10
14191,5530401A14Rik
14192,Ubd
14193,Gm973
14194,Gm1564
14195,Tph1
14196,Cyr61
14197,Pthlh
14198,Muc1
14199,Acad12
14200,AI317395
14201,Cd180
14202,Slc6a20a
14203,Pcdhga9
14204,Dct
14205,Mgat5
14206,Palld
14207,8430408G22Rik
14208,9330162012Rik
14209,2410133F24Rik
14210,Stub1
14211,1700018A04Rik
14212,Adrb2
14213,Gm5
14214,Cd163l1
14215,Gbp10
14216,Gm10409
14217,C5ar2
14218,Gm13152
14219,Grrp1
14220,Fam111a
14221,4921507L20Rik
14222,Eid3
14223,Igsf9b
14224,1700009P17Rik
14225,Tecta
14226,Pld5
14227,Sdcbp2
14228,Card11
14229,Sapcd2
14230,Zc3h12b
14231,Pigg
14232,Mybpc2
14233,Rnu12
14234,Olfr1033
14235,Gdpd4
14236,Tdo2
14237,Capn9
14238,Asgr2
14239,4931429I11Rik
14240,Cbln3
14241,Serpinb6b
14242,4930577N17Rik
14243,Gli3
14244,A730017L22Rik
