,gene
4127,Sf3b5
4128,Zfr2
4129,Slitrk3
4130,Fjx1
4131,Celf5
4132,Ythdf1
4133,2610035D17Rik
4134,Hnrnpr
4135,Fntb
4136,Dennd4b
4137,Fbln5
4138,Ltn1
4139,Brca2
4140,Sra1
4141,Ina
4142,Zfp64
4143,Tspan14
4144,Marcks
4145,Vamp4
4146,Akt2
4147,Tpm1
4148,Nrf1
4149,Dapk3
4150,Tmem123
4151,Trio
4152,Mcu
4153,Ube2q2
4154,Fam189b
4155,Maea
4156,Snx7
4157,H2afj
4158,Gabra4
4159,Prpf31
4160,Ubl5
4161,Ppp2r2b
4162,Dhcr24
4163,Ascc3
4164,Cnnm2
4165,Ehmt1
4166,Hnrnpa2b1
4167,Zfp414
4168,Strip2
4169,Vti1b
4170,Slc4a4
4171,Zfp428
4172,Cntn3
4173,Lias
4174,Nfatc3
4175,Ap3m2
4176,Eif2b5
4177,Cacna2d1
4178,Rtn1
4179,Rcan3
4180,Ppm1g
4181,Sypl
4182,Snx19
4183,Sema6a
4184,Pla2g7
4185,Fbxo7
4186,Rspry1
4187,Zeb2
4188,Ssr2
4189,Aurkaip1
4190,Tef
4191,Stard3nl
4192,Tpr
4193,Trappc6b
4194,Fabp5
4195,Dnajc30
4196,Msh3
4197,Zfp280c
4198,Pkm
4199,Dock9
4200,Dapk1
4201,Gabpb2
4202,Dusp26
4203,Erp29
4204,Cic
4205,Ash2l
4206,Cldn11
4207,Uba1
4208,Slc15a4
4209,Rpl22
4210,Midn
4211,Mtf1
4212,Nmd3
4213,Hsp90ab1
4214,Fam168b
4215,Tapbp
4216,Mfsd5
4217,Klhdc8b
4218,Fam131b
4219,Ccdc149
4220,Tmpo
4221,Pfdn1
4222,Map4
4223,Trappc1
4224,Dstyk
4225,Rnpc3
4226,Gpr137b
4227,Stx6
4228,Fos
4229,Smarcd3
4230,B230219D22Rik
4231,9130401M01Rik
4232,Polr2g
4233,Cacng3
4234,Lclat1
4235,Puf60
4236,E330033B04Rik
4237,Wasf1
4238,Pmf1
4239,Clip4
4240,Ntrk2
4241,Pcdhb20
4242,Fbrsl1
4243,Ccdc88c
4244,Zdhhc7
4245,Asxl1
4246,Abhd17a
4247,Atp6v1h
4248,Nelfb
4249,Exosc6
4250,Rpl5
4251,Mrps10
4252,Rplp1
4253,Ank1
4254,Acsbg1
4255,Pomp
4256,Mrpl20
4257,Klhl20
4258,Scaper
4259,Ctage5
4260,Ube2e2
4261,Pisd-ps1
4262,Atg4b
4263,Tbc1d9b
4264,Wdr35
4265,Gpr180
4266,Ssbp4
4267,Hint1
4268,Dph5
4269,D15Ertd621e
4270,Pcdh7
4271,Slc35f6
4272,Zfp46
4273,Zranb2
4274,Sun1
4275,Add3
4276,Lrch1
4277,Smarce1
4278,Stmn4
4279,Gm5124
4280,Ltbp1
4281,Fahd1
4282,Ndn
4283,Ppp3cb
4284,Sfi1
4285,Cacfd1
4286,Cstf2
4287,Rnf44
4288,Stox2
4289,Gtf2a2
4290,Smim14
4291,Aph1b
4292,Zfp131
4293,Rpusd1
4294,Ltbp4
4295,BC017158
4296,Unc80
4297,Pcm1
4298,Sclt1
4299,Ggnbp2
4300,Ano2
4301,Endod1
4302,Rnps1
4303,Gls
4304,Irf2bp1
4305,Uqcrc1
4306,Mlf2
4307,Nedd8
4308,Paip2b
4309,Atl1
4310,Gatsl2
4311,Yeats2
4312,Slc38a9
4313,Nefh
4314,Creg1
4315,Pbx1
4316,AI837181
4317,Taf2
4318,Pax6
4319,Sema3e
4320,Rhoc
4321,Plekha3
4322,Abcb7
4323,Mterfd2
4324,Stxbp1
4325,Atg5
4326,Gnptg
4327,Shank1
4328,Acap2
4329,Fbxl6
4330,Faim2
4331,Med28
4332,Cox4i1
4333,Ctsd
4334,Kat6a
4335,Cxx1c
4336,Ubqln2
4337,1500015A07Rik
4338,Fam135a
4339,Prpf39
4340,Fam73a
4341,Zfp365
4342,Arl8a
4343,Gm1821
4344,Gm14378
4345,4930570G19Rik
4346,Sdhb
4347,St7
4348,Prpf38b
4349,Crat
4350,Snhg11
4351,Tmco6
4352,Pja1
4353,Axl
4354,Thoc2
4355,Ensa
4356,Psmd4
4357,Adcy1
4358,Zfp516
4359,Dcaf15
4360,Rfesd
4361,Slc39a12
4362,Cyb5r4
4363,Irak1
4364,Gm2897
4365,Tob1
4366,Srsf10
4367,Psmb2
4368,Ptpro
4369,Otud7b
4370,Mir682
4371,Cstf2t
4372,Dhodh
4373,Acox1
4374,Bmp1
4375,Phf12
4376,Dnaja1
4377,Tmem161a
4378,Bmpr2
4379,Kcnab3
4380,Ptma
4381,Rnf167
4382,Igsf21
4383,Mon2
4384,Rbpms2
4385,Abcb6
4386,Gm14325
4387,Lingo3
4388,AI314180
4389,Jdp2
4390,Ccdc71
4391,Rprml
4392,Zkscan1
4393,Tprgl
4394,Ppp6r3
4395,Dnajc19
4396,Mecr
4397,Srsf9
4398,Arntl
4399,Sec61b
4400,Dpp6
4401,Spire1
4402,Mpped2
4403,Ccdc141
4404,Clasrp
4405,Hmgcll1
4406,Tmod3
4407,Ppid
4408,Trappc9
4409,Hars2
4410,Atp11a
4411,Fam65b
4412,2310047M10Rik
4413,Fndc5
4414,Gcn1l1
4415,Scly
4416,Dennd4c
4417,Pigp
4418,Oaz2
4419,Ktn1
4420,Fam32a
4421,Elmo1
4422,Pak1ip1
4423,Aff1
4424,Spryd4
4425,Lancl1
4426,Tsc2
4427,Sgce
4428,Ptges3
4429,Rbm12
4430,Rala
4431,Exoc7
4432,Eif2ak3
4433,Mapk3
4434,Tmem185b
4435,Cenpv
4436,Nlgn2
4437,Lars
4438,Zdhhc14
4439,Naa60
4440,Hnrpll
4441,Lpl
4442,Sybu
4443,Ptpn3
4444,Hist1h2bh
4445,Il11ra1
4446,Fosl2
4447,Prpf8
4448,Anapc10
4449,Ccdc55
4450,Itgb1
4451,Kctd11
4452,Rmnd5b
4453,Arnt
4454,Sephs2
4455,Rfwd3
4456,Stat3
4457,Ndufa7
4458,Dync2h1
4459,Dst
4460,Eea1
4461,Incenp
4462,Islr
4463,Copa
4464,Golga7b
4465,Sh3bp5l
4466,Fam105b
4467,Tmcc1
4468,Mprip
4469,Kcnj3
4470,Ube2g1
4471,Eif3a
4472,Ptbp2
4473,Trrap
4474,Enho
4475,Wdr82
4476,Deb1
4477,Srsf7
4478,Carkd
4479,Gzf1
4480,1110018G07Rik
4481,Fam20a
4482,Stmn2
4483,Rrnad1
4484,Aaas
4485,Lamp5
4486,Cadm4
4487,Arfip1
4488,Bap1
4489,Adamts1
4490,Kalrn
4491,Pex11b
4492,Chst1
4493,Pgbd5
4494,Glrx2
4495,Gpm6a
4496,Golga3
4497,Ociad1
4498,Epha10
4499,Zic2
4500,Ilvbl
4501,Vmp1
4502,Sestd1
4503,Tfcp2
4504,Cdh10
4505,Alg14
4506,Mrps33
4507,Slc25a51
4508,Paqr8
4509,Gripap1
4510,Rbbp4
4511,Tfcp2l1
4512,Ip6k1
4513,Ccnk
4514,Pisd
4515,Bcas2
4516,Dusp14
4517,Ist1
4518,Abce1
4519,Tmod2
4520,Ctsl
4521,Dpm1
4522,Plec
4523,Trappc8
4524,Pxn
4525,Fam96a
4526,Rev3l
4527,Vps13d
4528,Per1
4529,Ahsa1
4530,Slc7a11
4531,Nrsn2
4532,H2afy
4533,Notch2
4534,Cd164
4535,2410127L17Rik
4536,Vdac1
4537,Csnk1e
4538,Ccdc124
4539,Fam19a5
4540,Kcnn2
4541,Btbd1
4542,Dgkz
4543,Tmem30a
4544,Exoc2
4545,Slc6a17
4546,Serpine2
4547,Cnksr1
4548,Rap2a
4549,Ing3
4550,Ncan
4551,Txnrd1
4552,Ccbl1
4553,Ciao1
4554,Fhl1
4555,Pnmal2
4556,Cnot1
4557,Zfp235
4558,Gramd1b
4559,Rab11a
4560,Nudt16l1
4561,Atp5b
4562,Tmem14a
4563,Rnasek
4564,Dctn1
4565,Kifc2
4566,Saysd1
4567,Eif6
4568,Cpe
4569,Ptprg
4570,Prelid1
4571,Odf2
4572,Trim32
4573,Man2b1
4574,Nxph1
4575,Gas6
4576,Pgk1
4577,Ywhaq
4578,Timmdc1
4579,Akap5
4580,Naa40
4581,Pcsk6
4582,Degs2
4583,Ndufb4
4584,Dnajc2
4585,Stk25
4586,Rpl34
4587,Snx30
4588,Sf3a3
4589,March8
4590,Dusp1
4591,Bcl2l1
4592,Tsen34
4593,Kcnv1
4594,Gnpat
4595,Selk
4596,Pex2
4597,Zbtb11
4598,Eif1ad
4599,Herpud2
4600,Hcfc2
4601,Ccdc28b
4602,Cd47
4603,Plekho1
4604,Pcdhb16
4605,Prkar2a
4606,Acvr1c
4607,Dlx1as
4608,Papd5
4609,Fam60a
4610,2310057M21Rik
4611,Spata24
4612,Psmg2
4613,Cdk11b
4614,Rpl18a
4615,Ube2z
4616,Bmi1
4617,Itfg3
4618,Stx1a
4619,Atp6v0d1
4620,Cdc26
4621,Ddx46
4622,Zfp952
4623,Zc4h2
4624,Ccp110
4625,Hras1
4626,Sparcl1
4627,Psmc1
4628,Ifrd2
4629,Mrpl33
4630,Fbxo41
4631,Ank
4632,Fyn
4633,Ctnnbip1
4634,Ntng1
4635,Hypk
4636,Rpl14
4637,Atp6v0b
4638,Fez1
4639,Arhgef40
4640,Gtf3c2
4641,Pank1
4642,Cggbp1
4643,Fem1b
4644,Ankrd63
4645,Eif3i
4646,Gtf2f1
4647,Prkd1
4648,Dlc1
4649,Ttpa
4650,Tle4
4651,Gps1
4652,Wsb2
4653,Fam102b
4654,Ap1s1
4655,Krt12
4656,Metap1d
4657,Bcan
4658,Tmem201
4659,Mmachc
4660,Dpysl5
4661,Adipor1
4662,Pik3c2b
4663,B230217C12Rik
4664,Ptp4a2
4665,Scfd2
4666,Sf3b2
4667,Prpf40a
4668,Tfap2b
4669,Zfp672
4670,Suv420h1
4671,Nfx1
4672,Elovl4
4673,Commd3
4674,Ccdc12
4675,Arap2
4676,Ccnc
4677,Snta1
4678,Gpaa1
4679,Dus2l
4680,Ykt6
4681,Tshz1
4682,Rab2a
4683,Mdn1
4684,Arf1
4685,Nsmce4a
4686,2310022B05Rik
4687,Ppp1r14c
4688,Oaf
4689,Dock10
4690,Hsd17b7
4691,Apc
4692,Serp1
4693,Abcf1
4694,Slc30a1
4695,Zfp236
4696,Epb4.1l4a
4697,Ankrd33b
4698,Atp6v0c-ps2
4699,Dcaf5
4700,Slc25a39
4701,Tshz3
4702,Fbxw11
4703,Pitpna
4704,Arhgap32
4705,Tomm40
4706,Srrm3
4707,Dolk
4708,Bcl11a
4709,Nipbl
4710,Foxo1
4711,Syt11
4712,Gpr75
4713,Mrpl11
4714,Cebpd
4715,Rasgrp2
4716,Fam104a
4717,Ppap2b
4718,Nr3c1
4719,Tspan12
4720,Ctr9
4721,St3gal6
4722,Ndrg4
4723,Zfp639
4724,Cpne6
4725,Pitpnm3
4726,Kdm3b
4727,Atad2b
4728,Apoa1bp
4729,Heatr5a
4730,Atp5j
4731,Mapk4
4732,Sec22a
4733,Rps16
4734,Pid1
4735,Ndufa4
4736,Dlgap3
4737,Wdr6
4738,Mkl2
4739,S100a1
4740,Samd4
4741,Cdc34
4742,Tstd2
4743,Rab27b
4744,Elof1
4745,Polr2a
4746,Trim44
4747,Rprm
4748,Cep170
4749,Ict1
4750,Cep350
4751,Kdm6b
4752,Nipal3
4753,Dmtf1
4754,Bpnt1
4755,Tbl1x
4756,Map4k3
4757,Laptm4a
4758,Fam84a
4759,Pon2
4760,Tnpo3
4761,Ccdc181
4762,Bace1
4763,Aak1
4764,Tm2d1
4765,Htra1
4766,Ankrd50
4767,Phf20l1
4768,Wdr67
4769,Bmpr1b
4770,4833420G17Rik
4771,Pld2
4772,Fen1
4773,Nsf
4774,Serf2
4775,Apold1
4776,Nucb1
4777,Neo1
4778,Acsl3
4779,Commd9
4780,Lmo4
4781,Rsrc2
4782,Cyc1
4783,Slc38a1
4784,Mast2
4785,Xrn1
4786,Impa1
4787,Clk4
4788,Cand1
4789,Usp47
4790,Rpl13a
4791,Cycs
4792,Higd2a
4793,Sod2
4794,Eif2b2
4795,Nipsnap1
4796,Abhd10
4797,Gnb4
4798,Polr2l
4799,Armcx3
4800,Pi4k2a
4801,Smg7
4802,Ilf3
4803,Stx17
4804,Nudcd3
4805,Mag
4806,Syncrip
4807,Unc13a
4808,Nsmce2
4809,Tpgs1
4810,Mllt6
4811,Ivns1abp
4812,1700066M21Rik
4813,Iqsec1
4814,Dnm3
4815,Spr
4816,2410004B18Rik
4817,4833424O15Rik
4818,Serinc1
4819,Wisp1
4820,Slc9a5
4821,Abcg1
4822,Fastk
4823,Dhx40
4824,Pak1
4825,Olfm1
4826,Ncam1
4827,Pmvk
4828,Slx1b
4829,Rbfox2
4830,Ahcyl1
4831,Snora16a
4832,Lman2
4833,Psmd12
4834,Eny2
4835,Ddx21
4836,Plekhb1
4837,Lhfp
4838,Tsn
4839,Tbc1d12
4840,Vash1
4841,Akirin2
4842,Gm14164
4843,Dlx1
4844,Tbc1d22b
4845,Btf3l4
4846,Gatm
4847,Dyrk1a
4848,Nemf
4849,Hinfp
4850,Vps54
4851,Chd3
4852,Rab5b
4853,Pcbp1
4854,Gse1
4855,Jup
4856,Dennd1a
4857,Pgam1
4858,Doc2g
4859,Rdh5
4860,Epha5
4861,Ndufv1
4862,Crhr1
4863,Dlk2
4864,Baz2a
4865,Stag1
4866,Bcorl1
4867,Slitrk2
4868,Actg1
4869,Nisch
4870,Zfp930
4871,Celf6
4872,Ythdf2
4873,Gpr158
4874,Hap1
4875,Fnta
4876,Minos1
4877,Dennd4a
4878,Stxbp6
4879,Fli1
4880,Plcb1
4881,Med21
4882,Tspan13
4883,Klf2
4884,Zfyve1
4885,Usp7
4886,B3galnt1
4887,Hemk1
4888,Mrpl46
4889,Sptan1
4890,Smdt1
4891,Pcmtd2
4892,Slc30a9
4893,Got2
4894,Akr1a1
4895,Rbfa
4896,Nfat5
4897,Gabra5
4898,Car2
4899,Fhod3
4900,Smarca5
4901,Tars2
4902,Slc41a1
4903,Thrap3
4904,Agbl5
4905,Cox5b
4906,Sema5a
4907,Aen
4908,Gpx4
4909,Nudt11
4910,Sorbs1
4911,Champ1
4912,Dcx
4913,Nr2e1
4914,Cltc
4915,Pole4
4916,Arhgef12
4917,Pla2g6
4918,Matr3
4919,Slc6a6
4920,Ssr1
4921,Msl3
4922,Egr4
4923,1700113A16Rik
4924,Ngly1
4925,D6Wsu163e
4926,Gga2
4927,Mecp2
4928,Ap3d1
4929,Lor
4930,Rpl36
4931,Inhba
4932,Rnf111
4933,Tsc22d1
4934,Pcdh17
4935,Camta1
4936,Zfp91
4937,Ormdl3
4938,Eif4h
4939,Ppp1r16b
4940,Nrn1
4941,Ppp1ca
4942,Rnf145
4943,Rhot2
4944,Hpcal4
4945,Xrcc1
4946,Nat6
4947,Insr
4948,Igbp1
4949,BC048403
4950,Hmbs
4951,Aamp
4952,Wnk1
4953,Ttbk2
4954,Hook3
4955,Rnf168
4956,Slc7a2
4957,Rsph1
4958,Nap1l3
4959,Tada1
4960,Rpl23
4961,Diras1
4962,Mdh2
4963,Haus5
4964,Myo6
4965,Hnrnpul2
4966,Cdk5r2
4967,Prdx1
4968,Erbb4
4969,Fam134b
4970,Nudt4
4971,Hspa8
4972,Mxi1
4973,Numbl
4974,Cox18
4975,Map7
4976,Gria2
4977,Ube3c
4978,Ube2d2a
4979,Ublcp1
4980,Gm101
4981,Gga3
4982,6230400D17Rik
4983,Ap3b1
4984,Apeh
4985,Ube2k
4986,Adarb1
4987,Vdac2
4988,Klf13
4989,Paqr4
4990,Fkbp1a
4991,Pramef8
4992,Exosc1
4993,Rpl4
4994,Mlc1
4995,Crebrf
4996,Gmeb2
4997,Rplp2
4998,Chsy3
4999,Gspt1
5000,Fam5b
5001,Gm12657
5002,Ube2e3
5003,Sorcs3
5004,Dnajc27
5005,AI854517
5006,5330426P16Rik
5007,Arxes1
5008,Nbr1
5009,Kcnj4
5010,Clns1a
5011,Yae1d1
5012,Rai14
5013,6430548M08Rik
5014,Lrch3
5015,Etf1
5016,Nup85
5017,Zfp354c
5018,Blzf1
5019,Ppp2ca
5020,Nipa1
5021,Ppp3ca
5022,Glo1
5023,2900079G21Rik
5024,Trpv2
5025,Apba1
5026,Smim15
5027,E2f6
5028,Kcna5
5029,Trim28
5030,Rufy2
5031,B9d2
5032,Ncoa3
5033,Pno1
5034,U2af2
5035,Dgat1
5036,Tm7sf2
5037,1200014J11Rik
5038,Zfp770
5039,Slc2a13
5040,Cbx6
5041,Fam222b
5042,Farp1
5043,Prickle2
5044,Ik
5045,Atl2
5046,Ndufa12
5047,Zfp715
5048,Senp2
5049,0610009D07Rik
5050,Sept11
5051,Herc4
5052,Slmo2
5053,Wdtc1
5054,Cdk9
5055,Akr7a5
5056,Plekha2
5057,Ablim1
5058,Cnih2
5059,B4galt6
5060,Pfkl
5061,Mrfap1
5062,Tmem183a
5063,Mat2a
5064,Mgea5
5065,Kat6b
5066,Bcl2
5067,Gm15800
5068,Flot2
5069,Cuedc2
5070,Rap1gds1
5071,R3hdm4
5072,Lypla1
5073,Bag6
5074,Gpr162
5075,Dos
5076,Il6st
5077,Ctdsp2
5078,Kctd4
5079,Anapc5
5080,Lonrf3
5081,Sdc3
5082,Ptprz1
5083,Tlk2
5084,Dip2c
5085,Atg13
5086,Rims2
5087,Cog4
5088,Scgn
5089,Pebp1
5090,Sdhc
5091,Polr3gl
5092,Snx12
5093,Ndufs4
5094,Stim2
5095,Greb1
5096,Slc39a7
5097,9430016H08Rik
5098,Ercc8
5099,Armcx1
5100,Unc79
5101,Gigyf2
5102,Stxbp5l
5103,Zfp942
5104,Ube2r2
5105,Stam
5106,Srsf11
5107,Ubr7
5108,Tarbp2
5109,Syne4
5110,Kcnip1
5111,D5Ertd579e
5112,Cdr1
5113,Plagl1
5114,Pip5k1c
5115,Srxn1
5116,Osbpl1a
5117,Fam76a
5118,C530008M17Rik
5119,Mrpl42
5120,1110059G10Rik
5121,Runx2
5122,Pbrm1
5123,Nap1l5
5124,Rps27a
5125,Rpf1
5126,Gm14326
5127,Rnf150
5128,N4bp1
5129,Hist3h2a
5130,Col4a3bp
5131,Adamts20
5132,Dnajc18
5133,Rpl28
5134,Prex2
5135,Fxn
5136,Twf2
5137,Mpped1
5138,Wars
5139,1810032O08Rik
5140,Pde2a
5141,Lfng
5142,Fam133b
5143,Fndc4
5144,Emd
5145,Slc20a1
5146,Abcb10
5147,Nrcam
5148,Spryd3
5149,Galnt16
5150,Cd9
5151,Atg16l2
5152,Ttc33
5153,Pygo2
5154,1700084C01Rik
5155,Pmepa1
5156,Git2
5157,Atp6v1a
5158,Frmd3
5159,Glt8d1
5160,Gpr153
5161,Hiat1
5162,Nicn1
5163,Dynll2
5164,Sdf4
5165,Acaa1a
5166,Anapc11
5167,Nckap1
5168,Rlbp1
5169,Rpl13
5170,Kctd12
5171,Enah
5172,Cdh2
5173,Rabgap1l
5174,Rbp7
5175,Ankrd29
5176,Lrrfip2
5177,Ndufa6
5178,Otud1
5179,Tbc1d23
5180,Chchd7
5181,B630005N14Rik
5182,Ly6h
5183,Dcun1d4
5184,Idh3a
5185,Xiap
5186,Zbtb14
5187,Mtpn
5188,Gsn
5189,Smn1
5190,Plvap
5191,Reep5
5192,Zfp330
5193,Rabac1
5194,Srbd1
5195,Shisa4
5196,Ube2g2
5197,Sirpa
5198,6330403K07Rik
5199,Rab14
5200,Hspa9
5201,Grik5
5202,6720401G13Rik
5203,Cpsf2
5204,Cpeb3
5205,Zfp651
5206,Nol10
5207,Prkab1
5208,Phpt1
5209,1500011B03Rik
5210,Hat1
5211,Ctcf
5212,Tmem208
5213,Kcnmb4
5214,Otub1
5215,Tcf4
5216,Srgn
5217,1810043H04Rik
5218,Pim3
5219,1700008O03Rik
5220,Mir703
5221,6030419C18Rik
5222,Adcyap1
5223,Ccdc106
5224,Ddit4
5225,Dennd5a
5226,Ckap4
5227,Susd2
5228,A230073K19Rik
5229,Cdh11
5230,Tnk2
5231,Ppp1r9a
5232,Prepl
5233,Mknk1
5234,Rhoa
5235,Pacs2
5236,Me2
5237,Lpgat1
5238,Zbed6
5239,Speg
5240,Tcf12
5241,Tob2
5242,Afg3l1
5243,Dpm2
5244,Srpk2
5245,Fubp1
5246,Bri3
5247,Rnf219
5248,Dgkg
5249,Tspan3
5250,Per2
5251,Phlda1
5252,Nrsn1
5253,H2afx
5254,D1Ertd622e
5255,1700020I14Rik
5256,Btbd6
5257,1700030K09Rik
5258,Adam22
5259,Uqcrb
5260,Dnmt3a
5261,Scand1
5262,Atxn2l
5263,Txn1
5264,Wbp2
5265,Bsg
5266,Ppp2r5b
5267,Gm5506
5268,Preb
5269,Yipf3
5270,Cnot2
5271,Cdc42
5272,Mat2b
5273,Rasal2
5274,Nop16
5275,Gnl1
5276,Tmem41b
5277,Vstm2l
5278,Prrc2a
5279,Kcnh7
5280,Peli2
5281,Eif5
5282,Cpd
5283,Csad
5284,Trim33
5285,Gas7
5286,Trappc2l
5287,Baalc
5288,Ndufb5
5289,Unk
5290,Lrrc7
5291,Tmem198
5292,Dnajc1
5293,Chchd1
5294,Slc22a17
5295,Zswim4
5296,Phf8
5297,Rpl37
5298,Dync2li1
5299,Gpr37l1
5300,Psma1
5301,Dusp6
5302,Trim9
5303,Cep112
5304,Arsb
5305,Wdr92
5306,Snrpa
5307,Rexo4
5308,Cyfip2
5309,Mzt2
5310,Mars
5311,Ift88
5312,Socs5
5313,Crebbp
5314,1700095B22Rik
5315,Map2k7
5316,Rmdn3
5317,Pcdhb17
5318,9330159F19Rik
5319,Pdxk
5320,Jkamp
5321,Junb
5322,Adcyap1r1
5323,Smchd1
5324,Nr1h2
5325,Bfsp2
5326,Mal
5327,Rnf113a2
5328,0610010K14Rik
5329,Tmtc4
5330,Ap5z1
5331,Ankrd11
5332,Tmem86b
5333,Kcnh1
5334,Ankle2
5335,Cops3
5336,Lrrc16a
5337,Fam92a
5338,Elavl1
5339,Mapk8ip3
5340,Zmat1
5341,Kras
5342,Hist1h2bg
5343,U2surp
5344,Fgf12
5345,Gabbr1
5346,Taok3
5347,Bag5
5348,Drap1
5349,Braf
5350,Hnrnpu
5351,Lasp1
5352,Mta2
5353,Tmem256
5354,Stk35
5355,Map3k3
5356,Pycr2
5357,Pcyt1a
5358,Mtch1
5359,Scamp1
5360,Eif3h
5361,Gprin1
5362,Eif4a2
5363,Hus1
5364,Mpp2
5365,Wsb1
5366,4933402D24Rik
5367,Mtx1
5368,Sort1
5369,Ctnnal1
5370,3110009E18Rik
5371,Angel2
5372,Pdcd6ip
5373,Nr4a1
5374,Ankdd1b
5375,1110001A16Rik
5376,0610007P14Rik
5377,Gns
5378,D3Ertd254e
5379,Rftn2
5380,Lsmd1
5381,Dhx36
5382,Mrps12
5383,Sf3b3
5384,Unc45a
5385,Vps16
5386,Lamp1
5387,Smc1a
5388,Camk1
5389,Hnrnpa0
5390,Rps26
5391,Baz1b
5392,Srp14
5393,Fcrls
5394,AI462493
5395,Commd2
5396,Pnpla2
5397,Etv4
5398,Zbtb6
5399,Zcchc14
5400,Bcl9l
5401,Chm
5402,Dscaml1
5403,Soga3
5404,Smad6
5405,Ppp1r14b
5406,Mest
5407,Cdip1
5408,Tmem129
5409,2810442N19Rik
5410,Abcf2
5411,Taf4a
5412,Qdpr
5413,Synj1
5414,Tshz2
5415,Mtmr6
5416,Kidins220
5417,Idh2
5418,Tmeff1
5419,Rpgrip1l
5420,Arhgap31
5421,Ubl3
5422,Eprs
5423,Dmxl1
5424,Mrpl10
5425,Tax1bp1
5426,Mrps34
5427,Cul5
5428,Sltm
5429,Kat2a
5430,Sft2d3
5431,Gm2a
5432,Tmem200c
5433,Ndrg3
5434,Nol7
5435,Acadm
5436,Emc9
5437,Nkx6-2
5438,Pafah1b2
5439,Arhgef19
5440,Ppm1a
5441,Slc39a14
5442,Chn1
5443,Polr1c
5444,Atp1b1
5445,Ube2l3
5446,Pin1
5447,Atp5k
5448,Mef2c
5449,Gtf2h4
5450,Pofut1
5451,Purg
5452,Sec22b
5453,Trp53inp2
5454,Ranbp1
5455,Rps17
5456,Bphl
5457,9930021J03Rik
5458,Abca1
5459,Spsb3
5460,Ap4b1
5461,Tceal8
5462,Wdr7
5463,Mkl1
5464,Hps4
5465,Lsm4
5466,Cramp1l
5467,Dennd5b
5468,Actr2
5469,Dock3
5470,Cnn3
5471,Abcd3
5472,Usp24
5473,Mapre2
5474,4933427E11Rik
5475,Dnajc9
5476,Uso1
5477,Dgcr2
5478,Ell
5479,Tnpo2
5480,Sept2
5481,Hk1
5482,Rb1
5483,Csmd3
5484,Gid4
5485,Epm2aip1
5486,Pdcd5
5487,Myo5a
5488,Samd8
5489,Jakmip1
5490,Inpp5j
5491,Clk3
5492,Asah1
5493,Lin7a
5494,Fam169a
5495,Gnb5
5496,Dtwd1
5497,Rapgef3
5498,Luzp2
5499,Abhd5
5500,Pdia3
5501,Cd81
5502,Tbc1d4
5503,Slc25a11
5504,Krt20
5505,Ttc4
5506,Slc8a1
5507,Nrep
5508,Mtmr11
5509,Cox6c
5510,P4ha1
5511,Rnd3
5512,Zfp740
5513,Lrtm2
5514,Sp3
5515,Lhfpl4
5516,Prpf6
5517,Fam192a
5518,Kcnd2
5519,Epc2
5520,Rwdd1
5521,G6pdx
5522,Ndufa9
5523,Mga
5524,Rbfox3
5525,Orc3
5526,Msra
5527,Npm1
5528,Isca1
5529,Wdr33
5530,Ddrgk1
5531,Psmd13
5532,Esam
5533,Rpl41
5534,Tpd52l1
5535,Actn2
5536,Nrarp
5537,Crk
5538,Sumo2
5539,Wdr70
5540,Map3k14
5541,Sptbn1
5542,Mbnl2
5543,Trim27
5544,Eml5
5545,Rab5c
5546,Pik3c3
5547,Atxn1
5548,Fmr1
5549,Rfc2
5550,Slc12a4
5551,Tmed10
5552,Tnrc6a
5553,Rbm22
5554,Commd4
5555,Ndufv2
5556,Rbms2
5557,Rpl35a
5558,Zfp688
5559,Rpgr
5560,Yeats4
5561,Slitrk5
5562,Uqcr11
5563,Gabrg2
5564,Crebzf
5565,Sssca1
5566,Sbsn
5567,Mrpl3
5568,Rpl35
5569,Rbbp7
5570,Spg21
5571,Hsf1
5572,Zfp259
5573,Gpx8
5574,Fbxl19
5575,Ccnh
5576,B3galnt2
5577,Immp1l
5578,Nipsnap3b
5579,Icmt
5580,Tmf1
5581,Tmem121
5582,1700021K19Rik
5583,Kcnma1
5584,Ubqln4
5585,Ftl1
5586,St3gal2
5587,Plch2
5588,Smarca4
5589,Slc45a1
5590,Cars
5591,Chtop
5592,AU040320
5593,Vps35
5594,Cox5a
5595,Rab21
5596,Sult4a1
5597,Tmed5
5598,Ciapin1
5599,Calb2
5600,Jarid2
5601,Hspbp1
5602,Tbrg3
5603,Krr1
5604,Grid1
5605,Dctpp1
5606,Apbb3
5607,Psmd2
5608,Msl2
5609,Mcmbp
5610,Pafah1b1
5611,Tmem38a
5612,Epn2
5613,Ccdc41
5614,Tenm2
5615,Cox7c
5616,Mll1
5617,Gm527
5618,Sf1
5619,Mafg
5620,Fabp7
5621,Tusc2
5622,Rerg
5623,Rhot1
5624,Utp3
5625,Plbd2
5626,Vma21
5627,Mob3c
5628,Gria1
5629,Mynn
5630,Cmip
5631,Fam213a
5632,Rsf1
5633,Skiv2l
5634,Zc3h11a
5635,Rps5
5636,Sox2
5637,Lap3
5638,Zfhx4
5639,A930017M01Rik
5640,Prdx2
5641,Myef2
5642,Zfp574
5643,Chmp2b
5644,Cited2
5645,Fam134c
5646,Nudt3
5647,Phactr4
5648,Edem2
5649,Ddx39b
5650,Hn1
5651,Thap2
